,Borough,ZipCode,Block,Lot,BldgClassCategory,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,PropertyEvaluationvalue,Property_Age,Evaluation_date,Evaluation_month
9101,2,11235,7429,74,2,2,2000,2540,1960,1,12,455000,62,3545.0,1
9102,2,11235,8794,307,2,1,12076,1034,1981,1,25,400000,41,2960.0,9
9103,2,11235,8795,21,2,2,2000,2220,1960,1,12,595000,62,3651.0,10
9104,2,11229,7364,32,2,1,1800,1827,1951,1,5,780000,71,2938.0,9
9105,2,11229,7363,33,2,2,2017,2500,1951,1,9,925000,71,3029.0,6
9106,2,11229,7410,206,2,2,2133,1750,1951,1,9,649998,71,3037.0,6
9107,2,11235,7459,307,2,1,74000,1183,2012,2,25,1094618,10,3059.0,5
9108,2,11235,7459,307,2,1,74000,1356,2012,2,25,1476462,10,3019.0,7
9109,2,11235,8799,15,2,2,3262,2280,1951,1,12,950000,71,2791.0,2
9110,2,11229,7373,11,2,2,1817,1296,1946,1,11,850000,76,2877.0,11
9111,2,11229,7405,1,2,2,11000,8000,1942,4,25,7200000,80,3059.0,5
9112,2,11229,7410,211,2,2,2133,1750,1951,1,9,650000,71,2903.0,11
9113,2,11235,7445,66,2,1,1890,2088,1945,1,5,565000,77,3550.0,1
9114,2,11235,7459,307,2,1,74000,1363,2012,2,25,1145531,10,3099.0,4
9115,2,11235,7430,33,2,2,2600,3245,1951,1,9,1120000,71,3074.0,5
9116,2,11235,8799,3,2,2,1900,2160,1955,1,12,487000,67,3642.0,10
9117,2,11235,7473,51,2,2,2000,2812,1950,1,9,618000,72,3475.0,4
9118,2,11235,7428,39,2,2,2933,2265,1951,1,12,840000,71,3080.0,5
9119,2,11229,7385,48,2,2,2200,1809,1946,1,11,762500,76,2766.0,3
9120,2,11229,7386,129,2,1,4200,2200,1946,4,25,1277500,76,3074.0,5
9121,2,11229,7366,26,2,1,1800,1152,1948,1,5,730000,74,2900.0,11
9122,2,11235,7416,28,2,1,6700,1840,1956,1,1,1350000,66,2962.0,9
9123,2,11229,7381,31,2,1,1800,1759,1956,1,5,840000,66,3037.0,6
9124,2,11235,7478,28,2,2,1950,1400,1956,1,9,680000,66,2847.0,12
9125,2,11235,7470,47,2,2,1285,1497,1941,1,11,810000,81,2946.0,9
9126,2,11229,7325,307,2,1,11000,1165,2001,2,25,650000,21,2863.0,12
9127,2,11229,7336,72,2,1,2600,1216,1941,1,5,735000,81,2974.0,8
9128,2,11229,7299,307,2,1,9350,1053,2012,2,25,712775,10,3043.0,6
9129,2,11229,6782,307,2,1,4950,1123,2012,2,25,702592,10,3078.0,5
9130,2,11229,6796,307,2,1,4000,1110,2004,2,25,745000,18,3059.0,5
9131,2,11229,7325,307,2,1,3300,1536,2001,2,25,740000,21,3074.0,5
9132,2,11229,7299,307,2,1,9350,1053,2012,2,25,710738,10,3004.0,7
9133,2,11229,7299,307,2,1,9350,699,2012,2,25,529490,10,2987.0,8
9134,2,11229,6820,80,2,2,2000,3725,1966,1,13,1250000,56,2757.0,3
9135,2,11229,7299,307,2,1,9350,624,2012,2,25,478578,10,2813.0,1
9136,2,11229,7299,307,2,1,9350,628,2012,2,25,447983,10,2995.0,8
9137,2,11229,7299,307,2,1,9350,1039,2012,2,25,692410,10,2984.0,8
9138,2,11229,6796,307,2,1,4000,1110,2004,2,25,750000,18,2939.0,9
9139,2,11229,7299,307,2,1,9350,628,2012,2,25,496860,10,2960.0,9
9140,2,11229,7299,307,2,1,9350,677,2012,2,25,494832,10,3040.0,6
9141,2,11229,7299,307,2,1,9350,987,2012,2,25,682227,10,3005.0,7
9142,2,11229,7322,51,2,2,3200,2912,1946,1,9,1460000,76,3106.0,4
9143,2,11229,6838,7,2,1,1376,1120,1946,1,5,390000,76,2794.0,2
9144,2,11229,7299,307,2,1,9350,673,2012,2,25,530000,10,3046.0,6
9145,2,11229,7299,307,2,1,9350,677,2012,2,25,711756,10,3039.0,6
9146,2,11229,6819,75,2,2,2000,2330,1986,1,25,1350000,36,3010.0,7
9147,2,11229,7312,13,2,1,1836,1732,1950,1,5,200000,72,3657.0,10
9148,2,11229,6813,19,2,2,1728,1836,1941,1,12,770000,81,3103.0,4
9149,2,11229,7299,307,2,1,9350,673,2012,2,25,493818,10,3023.0,7
9150,2,11229,6781,307,2,1,4000,1008,2006,2,25,610000,16,3044.0,6
9151,2,11229,7320,68,2,1,1500,1540,1956,1,1,840000,66,3025.0,7
9152,2,11229,7299,307,2,1,9350,1039,2012,2,25,697501,10,3005.0,7
9153,2,11229,7299,307,2,1,9350,677,2012,2,25,471510,10,3044.0,6
9154,2,11229,7298,307,2,1,4611,993,2011,2,25,659826,11,3009.0,7
9155,2,11229,7299,307,2,1,9350,987,2012,2,25,681209,10,3046.0,6
9156,2,11229,7299,307,2,1,9350,628,2012,2,25,504034,10,2813.0,1
9157,2,11229,7299,307,2,1,9350,677,2012,2,25,516252,10,3019.0,7
9158,2,11229,7299,307,2,1,6600,1526,2011,2,25,913370,11,3004.0,7
9159,2,11229,7335,43,2,1,1750,1160,1945,1,5,426500,77,3711.0,8
9160,2,11229,6796,307,2,1,4000,1110,2004,2,25,722957,18,3046.0,6
9161,2,11229,7299,307,2,1,9350,1054,2012,2,25,743323,10,2926.0,10
9162,2,11229,7335,27,2,1,2100,1320,1941,1,5,795000,81,2891.0,11
9163,2,11229,7299,24,2,2,4000,2592,1941,1,12,855000,81,3092.0,4
9164,2,11229,7308,1,2,2,3360,3234,1956,1,12,270000,66,2781.0,3
9165,2,11229,7299,307,2,1,9350,677,2012,2,25,507000,10,3044.0,6
9166,2,11229,7299,307,2,1,9350,989,2012,2,25,705000,10,3038.0,6
9167,2,11229,6796,307,2,1,4000,1110,2004,2,25,738356,18,3103.0,4
9168,2,11229,6796,307,2,1,4000,1800,2004,2,25,1131200,18,2844.0,12
9169,2,11229,8914,272,2,1,1433,1140,1951,1,5,550000,71,3019.0,7
9170,2,11229,8856,307,2,1,1800,892,1945,1,2,440000,77,2912.0,10
9171,2,11229,8866,307,2,1,1800,1620,2012,1,1,462690,10,3578.0,12
9172,2,11229,8914,293,2,1,1433,1140,1951,1,5,568000,71,3038.0,6
9173,2,11229,8866,307,2,1,1800,1110,1982,1,1,360477,40,2869.0,12
9174,2,11229,8946,307,2,1,3570,1140,1945,1,1,365000,77,3698.0,8
9175,2,11229,8914,288,2,1,1440,1216,1951,1,5,525000,71,2862.0,12
9176,2,11229,8891,307,2,1,1785,1050,1945,1,0,405000,77,3615.0,11
9177,2,11229,8946,307,2,1,1785,1162,1941,1,1,499000,81,2798.0,2
9178,2,11229,8845,307,2,2,1800,1230,1980,1,10,188000,42,3507.0,3
9179,2,11229,8939,307,2,1,1466,1360,1956,1,5,660000,66,2786.0,2
9180,2,11229,8828,39,2,1,1800,1944,1955,1,5,415000,67,3620.0,11
9181,2,11229,8829,45,2,2,1992,1660,1955,1,9,197000,67,3644.0,10
9182,2,11229,8955,64,2,1,1129,1360,1951,1,5,660000,71,2910.0,10
9183,2,11229,8932,307,2,1,3570,2192,1946,1,1,689000,76,2917.0,10
9184,2,11229,8829,60,2,2,1992,1660,1951,1,9,800000,71,2988.0,8
9185,2,11229,8946,307,2,1,1785,1024,1941,1,1,140000,81,3011.0,7
9186,2,11229,8891,307,2,1,3570,1560,1941,1,1,625000,81,2857.0,12
9187,2,11230,6717,33,2,2,1473,1848,1941,1,9,720000,81,2917.0,10
9188,2,11230,6698,19,2,2,2125,1800,1955,1,9,420000,67,3649.0,10
9189,2,11230,6753,32,2,1,1006,976,1941,1,5,593000,81,2955.0,9
9190,2,11230,6766,307,2,2,17060,99083,2011,4,25,451230,11,2770.0,3
9191,2,11229,6779,1,2,1,23186,17350,1966,4,25,8500000,56,2813.0,1
9192,2,11210,7657,8,2,2,4500,3666,1950,1,25,900000,72,3594.0,12
9193,2,11230,6739,307,2,1,5000,1063,2012,2,25,687318,10,3072.0,5
9194,2,11230,6753,44,2,1,1006,976,1941,1,5,605000,81,2925.0,10
9195,2,11210,6768,307,2,1,9000,846,2002,2,25,528000,20,3106.0,4
9196,2,11210,7607,28,2,1,3600,2188,1948,1,5,1640000,74,3050.0,6
9197,2,11230,6742,80,2,1,1134,1584,1956,1,5,855000,66,3092.0,4
9198,5,11413,13488,19,2,1,4000,704,1941,1,2,450000,81,3072.0,5
9199,5,11413,13471,64,2,2,2842,2100,1965,1,10,425000,57,3367.0,7
9200,5,11422,13602,13,2,1,1728,974,2005,1,5,336000,17,3425.0,5
9201,5,11422,13248,17,2,1,4000,1090,1946,1,2,630000,76,2898.0,11
9202,5,11422,13769,46,2,1,7113,1251,1946,1,2,464000,76,3002.0,7
9203,5,11422,13651,89,2,2,3374,2160,1956,1,10,760000,66,2793.0,2
9204,5,11422,13646,11,2,2,4000,2420,1956,1,10,592989,66,3096.0,4
9205,5,11413,13501,60,2,2,3065,2092,2012,1,10,560037,10,3424.0,5
9206,5,11413,13489,111,2,1,5200,1918,1956,1,1,790000,66,2877.0,11
9207,5,11422,13650,25,2,2,4947,2772,1960,1,10,590000,62,3556.0,1
9208,5,11422,13634,32,2,2,5000,2992,1951,1,11,990000,71,2896.0,11
9209,5,11422,12886,45,2,1,4455,1251,1951,1,2,539900,71,2854.0,12
9210,5,11422,13749,52,2,2,4000,2050,1955,1,11,530000,67,3605.0,11
9211,5,11422,13671,64,2,2,2568,1464,2002,1,10,745000,20,3043.0,6
9212,5,11422,13650,52,2,1,2990,880,1941,1,5,440000,81,3029.0,6
9213,5,11413,13470,74,2,1,2375,1368,1951,1,5,269500,71,2834.0,1
9214,5,11422,13743,5,2,1,2376,1712,1960,1,5,340000,62,3480.0,4
9215,5,11422,13205,67,2,1,3080,856,1946,1,2,425000,76,2857.0,12
9216,5,11422,12951,7,2,1,3800,837,1946,1,2,465000,76,2879.0,11
9217,5,11422,13604,21,2,2,4000,1304,1955,1,11,505000,67,3398.0,6
9218,5,11422,13656,35,2,2,4100,2450,1961,1,10,605858,61,3003.0,7
9219,5,11422,13730,12,2,1,2725,2043,1965,1,5,399975,57,3480.0,4
9220,5,11422,13743,26,2,2,4000,2070,1946,1,11,250000,76,3031.0,6
9221,5,11422,13588,18,2,2,4000,2400,1951,1,10,750000,71,2774.0,3
9222,5,11422,13580,29,2,2,4100,2937,1955,1,10,540000,67,3592.0,12
9223,5,11422,13595,21,2,2,2500,1650,2006,1,9,385299,16,3391.0,7
9224,5,11422,13683,13,2,2,3542,2875,1961,1,9,665000,61,2984.0,8
9225,5,11422,13663,6,2,1,3900,1440,1956,1,1,484000,66,2910.0,10
9226,5,11422,13670,59,2,1,4000,1933,1956,1,1,545000,66,2819.0,1
9227,5,11422,13598,50,2,2,5000,2350,1950,1,10,520000,72,3608.0,11
9228,5,11422,13573,3,2,1,5000,1619,1945,1,2,280000,77,3362.0,7
9229,5,11422,12919,304,2,1,4000,1230,1951,1,2,540000,71,3009.0,7
9230,5,11413,13456,15,2,1,2175,1440,1956,1,5,325000,66,2970.0,8
9231,5,11422,13238,1,2,1,4000,2280,1950,1,1,450000,72,3662.0,10
9232,5,11413,13493,27,2,2,3524,1970,2008,1,10,489000,14,3628.0,11
9233,5,11422,13746,14,2,1,4000,978,1941,1,2,365000,81,2813.0,1
9234,5,11422,13750,142,2,2,4000,2050,1951,1,11,730000,71,2791.0,2
9235,5,11422,13672,35,2,1,5000,1250,1951,1,2,530000,71,2905.0,10
9236,5,11422,13675,29,2,1,2500,1088,1946,1,5,519340,76,3002.0,7
9237,5,11422,13687,7,2,1,4000,1125,1950,1,2,342000,72,3531.0,2
9238,5,11422,12919,307,2,1,4000,1712,1951,1,1,525000,71,2970.0,8
9239,5,11422,13687,33,2,1,4000,759,1951,1,2,445000,71,2781.0,3
9240,5,11422,13750,126,2,1,5200,1793,1955,1,2,250000,67,3648.0,10
9241,5,11422,13744,1,2,1,4000,978,1951,1,2,332500,71,3040.0,6
9242,5,11422,13673,55,2,2,4000,2344,1946,1,11,849000,76,2812.0,2
9243,5,11413,13456,28,2,1,3800,1050,1946,1,2,590000,76,2780.0,3
9244,5,11413,13465,24,2,1,4400,900,1946,1,2,910000,76,3078.0,5
9245,5,11422,13738,116,2,2,4320,1564,1946,1,10,615000,76,3099.0,4
9246,5,11422,13642,21,2,1,2600,1236,1961,1,1,565000,61,2844.0,12
9247,5,11422,12919,298,2,1,3600,2043,1955,1,2,250000,67,3371.0,7
9248,5,11422,13555,3,2,2,2900,1890,2008,1,9,517000,14,3699.0,8
9249,5,11422,13680,14,2,2,2000,2000,1966,1,13,475000,56,3003.0,7
9250,5,11422,13698,21,2,2,5240,2484,1956,1,10,830000,66,2766.0,3
9251,5,11422,13606,28,2,2,7923,2632,1960,1,9,600000,62,3444.0,5
9252,5,11413,13471,8,2,2,2700,2100,1965,1,10,412000,57,3710.0,8
9253,5,11422,13679,307,2,1,78066,1296,1963,1,25,370000,59,2994.0,8
9254,5,11422,13643,22,2,2,4000,2750,1956,1,10,775000,66,2955.0,9
9255,5,11422,13603,55,2,2,4000,2392,1945,1,11,603000,77,3468.0,4
9256,5,11413,13499,28,2,2,3000,1920,2001,1,10,770000,21,2939.0,9
9257,5,11422,13738,144,2,1,1710,1831,1950,1,5,194000,72,3522.0,2
9258,5,11422,13641,71,2,1,2600,1836,1960,1,1,264000,62,3518.0,2
9259,5,11422,13641,77,2,1,2600,1224,1956,1,1,400000,66,3100.0,4
9260,5,11422,13207,57,2,1,4000,1094,1946,1,2,395000,76,2756.0,3
9261,5,11422,13213,21,2,1,4000,840,1951,1,2,520000,71,2835.0,1
9262,5,11422,13610,32,2,1,6000,990,1950,1,2,315000,72,3544.0,1
9263,5,11413,13435,39,2,2,4500,3800,1997,1,10,600000,25,2869.0,12
9264,5,11422,13668,50,2,2,2470,1880,1956,1,10,283000,66,2903.0,11
9265,5,11422,13206,15,2,1,2000,2000,1988,4,25,746967,34,3065.0,5
9266,5,11422,13249,37,2,1,4700,815,1945,1,2,117000,77,3395.0,6
9267,5,11422,13635,46,2,1,3800,2300,1950,1,2,344000,72,3465.0,4
9268,5,11422,12949,9,2,1,3003,837,1951,1,2,465000,71,2889.0,11
9269,5,11422,13750,62,2,1,4000,1968,1955,1,2,300000,67,3467.0,4
9270,5,11422,13667,28,2,1,4000,704,1960,1,2,330000,62,3689.0,9
9271,5,11422,13207,14,2,1,10000,1688,1950,1,2,460000,72,3697.0,8
9272,5,11413,13726,11,2,1,4200,1125,1951,1,2,490000,71,2764.0,3
9273,5,11422,13626,18,2,2,3561,3112,1985,1,13,320000,37,3713.0,8
9274,5,11422,12949,9,2,1,3003,837,1951,1,2,220000,71,3094.0,4
9275,5,11422,13595,21,2,2,2500,1650,2006,1,9,493159,16,3686.0,9
9276,5,11422,13255,35,2,2,3143,1200,1953,4,25,1425000,69,2872.0,12
9277,5,11422,13544,44,2,1,4000,840,1949,1,2,595000,73,3454.0,4
9278,5,11413,13538,207,2,1,6000,1088,1946,1,2,510000,76,2910.0,10
9279,5,11413,13500,93,2,2,5000,2175,1946,1,11,750000,76,2763.0,3
9280,5,11413,13455,70,2,2,3762,2300,1993,1,10,700000,29,2773.0,3
9281,5,11422,13634,1,2,2,2912,1782,1951,1,11,395000,71,2877.0,11
9282,5,11413,13471,11,2,2,2700,2804,1965,1,10,510000,57,3592.0,12
9283,5,11422,13609,11,2,2,2500,1600,2008,1,9,437000,14,3539.0,2
9284,5,11422,13730,52,2,1,2700,2043,1961,1,5,420000,61,3010.0,7
9285,5,11413,13709,26,2,2,4000,1952,1946,1,11,695579,76,2861.0,12
9286,5,11422,13679,307,2,1,78066,1296,1963,1,25,415000,59,2886.0,11
9287,5,11422,13601,55,2,2,3438,2212,2002,1,10,538000,20,3016.0,7
9288,5,11422,13735,24,2,1,2520,1532,2002,1,1,539000,20,2940.0,9
9289,5,11422,13684,18,2,1,4040,1125,1956,1,2,515000,66,2871.0,12
9290,5,11413,13478,21,2,2,3800,1322,1941,1,10,718001,81,3064.0,5
9291,5,11422,12918,193,2,1,3800,1774,1946,1,1,562000,76,2844.0,12
9292,5,11422,13607,20,2,1,4750,900,1945,1,2,255000,77,3375.0,7
9293,5,11422,13645,4,2,2,5341,2750,1956,1,10,590000,66,3033.0,6
9294,5,11422,13750,40,2,1,4000,1230,1955,1,2,255000,67,3718.0,8
9295,5,11422,13743,56,2,2,4000,2164,1941,1,11,850000,81,3086.0,5
9296,5,11413,13499,28,2,2,3000,1920,2001,1,10,362000,21,3080.0,5
9297,5,11413,13461,47,2,2,4000,2116,1951,1,2,850000,71,2940.0,9
9298,5,11422,13587,13,2,1,4200,900,1941,1,2,420000,81,2805.0,2
9299,5,11413,13489,54,2,1,6000,936,1950,1,2,315000,72,3390.0,7
9300,5,11422,13658,35,2,2,3180,2162,1956,1,10,800000,66,3026.0,7
9301,5,11422,13609,23,2,1,5000,1356,1950,1,2,404475,72,3570.0,1
9302,5,11413,13478,3,2,2,2755,1764,2011,1,10,490000,11,3446.0,5
9303,5,11422,13675,57,2,2,4080,2212,1950,1,11,525000,72,3560.0,1
9304,5,11422,13636,16,2,2,4095,1606,1951,1,11,768670,71,3071.0,5
9305,5,11413,13473,57,2,2,2680,2100,1956,1,10,522500,66,3050.0,6
9306,5,11422,13216,24,2,1,4000,1054,1941,1,2,525000,81,3009.0,7
9307,5,11422,13610,22,2,2,4233,2258,2007,1,9,531977,15,3354.0,8
9308,5,11413,13468,57,2,2,3000,1790,2008,1,9,499000,14,3409.0,6
9309,5,11413,13494,48,2,1,5400,900,1950,1,2,147600,72,3413.0,6
9310,5,11413,13464,13,2,2,4100,2000,1946,1,11,540000,76,2760.0,3
9311,5,11422,12866,29,2,1,4243,2800,2000,1,1,225000,22,2986.0,8
9312,5,11413,13509,46,2,2,3000,1980,2003,1,10,754000,19,2766.0,3
9313,5,11422,13579,83,2,2,3057,1825,1980,1,13,386900,42,3444.0,5
9314,5,11413,13711,49,2,2,2650,1850,2003,1,10,725000,19,3029.0,6
9315,5,11422,13683,16,2,2,3542,2875,1965,1,10,515000,57,3577.0,12
9316,5,11422,13614,44,2,2,5000,2800,1941,1,11,950000,81,2773.0,3
9317,5,11413,13492,32,2,1,4094,1216,1941,1,2,305000,81,3092.0,4
9318,5,11422,13636,41,2,2,5116,3420,1960,1,10,480000,62,3487.0,3
9319,5,11422,13676,16,2,1,2500,1248,1966,1,5,467000,56,2827.0,1
9320,5,11413,13509,38,2,2,5114,2188,1941,1,11,901000,81,2826.0,1
9321,5,11413,13464,25,2,2,2782,1884,2007,1,10,499900,15,3486.0,3
9322,5,11413,13492,16,2,2,3800,2664,1950,1,11,320000,72,3417.0,6
9323,5,11422,13651,106,2,2,5222,4883,2005,1,10,488000,17,3599.0,12
9324,5,11422,13733,37,2,1,2150,1210,1991,1,5,459500,31,2826.0,1
9325,5,11413,13434,175,2,2,3952,2520,2012,1,10,834965,10,3071.0,5
9326,5,11422,13248,17,2,1,4000,1090,1946,1,2,410000,76,3017.0,7
9327,5,11422,13626,30,2,2,4984,2050,1998,1,10,720000,24,2932.0,10
9328,5,11422,13735,24,2,1,2520,1532,2002,1,1,335500,20,3085.0,5
9329,5,11413,13478,1,2,2,2949,1764,2011,1,10,497000,11,3444.0,5
9330,5,11413,13726,9,2,2,4100,2250,1951,1,10,489000,71,2891.0,11
9331,5,11422,13641,44,2,2,3300,1880,1965,1,10,490000,57,3574.0,12
9332,5,11422,13690,85,2,1,2425,1088,1956,1,5,479000,66,3018.0,7
9333,5,11422,13572,73,2,1,4000,1662,1950,1,2,360000,72,3565.0,1
9334,5,11413,13457,35,2,2,3600,2288,1956,1,10,820000,66,3057.0,6
9335,5,11422,13921,82,2,1,5000,3500,2005,4,25,2100000,17,3622.0,11
9336,5,11422,13656,31,2,2,4100,2084,1961,1,10,335000,61,3023.0,7
9337,5,11422,13644,11,2,2,2772,2256,1956,1,10,660000,66,2813.0,1
9338,5,11413,13711,13,2,1,4000,1000,1960,1,2,354200,62,3615.0,11
9339,5,11422,13667,18,2,1,4000,704,1956,1,2,500000,66,3059.0,5
9340,5,11413,13495,57,2,2,3600,2184,1951,1,10,375000,71,3060.0,5
9341,5,11413,13495,16,2,1,3600,1125,1955,1,2,257550,67,3574.0,12
9342,5,11422,13682,154,2,2,5474,2550,1998,1,10,750000,24,2911.0,10
9343,5,11422,13670,5,2,1,4113,2068,1961,1,2,555000,61,2806.0,2
9344,5,11413,13487,16,2,1,2500,1808,1951,1,5,529000,71,2833.0,1
9345,5,11422,13669,4,2,2,3600,1940,1956,1,10,775000,66,2954.0,9
9346,5,11413,13720,53,2,2,3000,2024,1960,1,10,439000,62,3682.0,9
9347,5,11422,13666,89,2,2,2600,1974,1956,1,10,507000,66,3078.0,5
9348,5,11422,13210,22,2,1,5280,1180,1955,1,2,360000,67,3602.0,12
9349,5,11422,13588,84,2,2,4230,2150,1955,1,10,500000,67,3655.0,10
9350,5,11413,13434,176,2,2,4119,2520,2012,1,10,855610,10,3080.0,5
9351,5,11422,13614,44,2,1,5000,966,1941,1,2,422500,81,3108.0,4
9352,5,11422,13247,16,2,1,5000,975,1941,1,2,630000,81,2799.0,2
9353,5,11413,13471,65,2,2,2842,3150,1961,1,10,645000,61,3030.0,6
9354,5,11422,13750,164,2,1,5200,978,1955,1,2,247000,67,3608.0,11
9355,5,11422,13559,5,2,2,4000,2362,1941,1,11,875000,81,2995.0,8
9357,5,11422,13733,14,2,2,4000,2392,2003,1,13,819277,19,2917.0,10
9358,5,11422,13605,1,2,2,5300,2350,1960,1,10,529000,62,3364.0,7
9359,5,11422,13669,53,2,2,2583,1680,1956,1,10,530000,66,3004.0,7
9360,5,11413,13462,62,2,2,3300,3062,2002,1,10,370000,20,3634.0,11
9361,5,11422,13658,33,2,2,3100,2162,1956,1,10,720000,66,2798.0,2
9362,5,11422,13592,7,2,2,5000,2444,1945,1,10,365000,77,3521.0,2
9363,5,11422,13690,101,2,1,3840,2444,1956,1,1,405000,66,2954.0,9
9364,5,11413,13516,53,2,1,4000,900,1941,1,2,535000,81,3115.0,4
9365,5,11413,13513,45,2,1,6000,984,1950,1,2,360000,72,3543.0,1
9366,5,11413,13434,76,2,2,3991,2520,2012,1,10,850000,10,2966.0,8
9367,5,11413,13462,62,2,2,3300,3062,2002,1,10,500000,20,3404.0,6
9368,5,11422,13204,88,2,1,4200,2047,1950,1,2,120000,72,3559.0,1
9369,5,11422,13585,83,2,2,2500,1290,2003,1,10,400000,19,3107.0,4
9370,5,11413,13435,50,2,2,5417,2500,2001,1,11,1201964,21,2952.0,9
9371,5,11422,13668,23,2,1,2185,1584,1960,1,5,345000,62,3615.0,11
9372,5,11422,13663,40,2,2,2590,1644,2003,1,10,755000,19,2848.0,12
9373,5,11422,13666,93,2,2,4000,1850,1956,1,10,700000,66,2840.0,1
9374,5,11413,13709,31,2,1,4000,2112,1955,1,2,290000,67,3445.0,5
9375,5,11413,13456,15,2,1,2175,1440,1956,1,5,550000,66,2875.0,11
9376,5,11422,13587,21,2,1,4200,900,1945,1,2,400000,77,3587.0,12
9377,5,11413,13468,49,2,1,4000,1100,1946,1,2,547500,76,2813.0,1
9378,5,11422,13247,16,2,1,5000,975,1941,1,2,210000,81,2927.0,10
9379,5,11422,13744,18,2,1,4000,1564,1955,1,2,275000,67,3369.0,7
9380,5,11422,13591,10,2,2,5000,1227,1941,1,11,460000,81,2834.0,1
9381,5,11413,13502,7,2,2,3000,1650,1946,1,11,450000,76,2918.0,10
9382,5,11413,13507,45,2,1,4000,1150,1955,1,2,304000,67,3495.0,3
9383,5,11422,13583,5,2,1,4000,1125,1950,1,2,390000,72,3497.0,3
9384,5,11422,13596,42,2,2,5000,2150,1951,1,9,675000,71,2932.0,10
9385,5,11694,14000,30,2,2,2033,2651,1987,1,9,499990,35,3466.0,4
9386,5,11694,14000,87,2,1,6000,4136,1960,1,2,1150000,62,3574.0,12
9387,5,11694,14000,65,2,2,3103,1800,1960,1,10,500000,62,3537.0,2
9388,5,11694,14000,70,2,2,4000,2199,1955,1,9,675000,67,3649.0,10
9389,5,11694,14000,43,2,2,2467,1724,1956,1,10,750000,66,3032.0,6
9390,5,11694,14000,64,2,1,6000,1588,1950,1,1,477300,72,3399.0,6
9391,5,11694,14000,72,2,2,4000,2691,1946,1,9,825000,76,3043.0,6
9392,5,11694,14000,38,2,1,6000,2233,1950,1,2,620000,72,3371.0,7
9393,5,11694,14000,29,2,2,2535,1600,1971,1,9,640000,51,2871.0,12
9394,5,11694,14000,12,2,2,4000,2860,1950,1,10,499999,72,3504.0,3
9395,5,11694,14000,25,2,2,6000,2624,1946,1,9,950000,76,2899.0,11
9396,5,11694,14000,65,2,1,4000,2133,1946,1,2,1300000,76,2954.0,9
9397,5,11694,14000,6,2,2,8000,2927,1946,1,9,1525000,76,2788.0,2
9398,5,11694,14000,11,2,1,4000,1515,1946,1,2,800000,76,3018.0,7
9399,5,11694,14000,307,2,1,4000,702,1984,2,25,275000,38,2876.0,11
9400,5,11694,14000,307,2,1,11086,1429,2003,1,25,635000,19,3037.0,6
9401,5,11694,14000,33,2,2,4000,1565,1941,1,10,830000,81,3078.0,5
9402,5,11694,14000,8,2,2,2900,3183,2005,1,13,320000,17,3364.0,7
9403,5,11694,14000,307,2,1,12103,2595,1953,4,25,2500000,69,3088.0,5
9404,5,11694,14000,80,2,2,2346,2024,2004,1,9,415259,18,3550.0,1
9405,5,11694,14000,99,2,2,2430,2940,2002,1,13,625000,20,2889.0,11
9406,5,11694,14000,307,2,1,53294,1087,2003,2,25,390000,19,2766.0,3
9407,5,11694,14000,17,2,2,3000,1826,1961,1,9,820000,61,2767.0,3
9408,5,11694,14000,307,2,1,28200,3500,1999,4,25,2383900,23,3445.0,5
9409,5,11694,14000,60,2,2,3500,3432,1955,1,9,410000,67,3413.0,6
9410,5,11694,14000,80,2,2,4000,3510,1971,1,9,930000,51,3008.0,7
9411,5,11694,14000,307,2,1,53294,1087,2003,2,25,400000,19,2858.0,12
9412,5,11694,14000,52,2,2,3150,2346,1995,1,10,675000,27,2897.0,11
9413,5,11694,14000,64,2,2,2364,2430,1999,1,10,520243,23,2889.0,11
9414,5,11694,14000,59,2,2,2400,1440,1992,1,10,700000,30,2759.0,3
9415,5,11694,14000,29,2,2,3050,2685,1998,1,10,699000,24,2945.0,9
9416,5,11694,14000,29,2,1,2197,1371,1998,1,5,527000,24,2899.0,11
9417,5,11694,14000,15,2,1,1944,1332,2002,1,1,315000,20,3545.0,1
9418,5,11694,14000,281,2,2,16719,8026,1947,4,25,1950000,75,3454.0,4
9419,5,11694,14000,45,2,2,2125,2338,2001,1,10,699000,21,2890.0,11
9420,5,11694,14000,40,2,1,6000,3309,1956,1,1,1235000,66,3032.0,6
9421,5,11694,14000,25,2,1,10761,2340,1983,1,2,1250000,39,2906.0,10
9422,5,11694,14000,60,2,1,4000,2040,1950,1,2,450000,72,3461.0,4
9423,5,11694,14000,1,2,1,4000,1480,1956,1,1,900000,66,2778.0,3
9424,5,11694,14000,14,2,1,4325,2012,1961,1,2,850000,61,3086.0,5
9425,5,11694,14000,68,2,1,4945,2289,1951,1,1,1340000,71,2791.0,2
9426,5,11694,14000,12,2,2,3150,3388,1999,1,10,588000,23,2997.0,7
9427,5,11693,14000,21,2,1,2435,896,1951,1,5,180000,71,2793.0,2
9428,5,11693,14000,114,2,2,2731,2958,2007,1,13,405000,15,3669.0,9
9429,5,11693,14000,27,2,2,2500,3750,1998,1,13,740000,24,3010.0,7
9430,5,11693,14000,84,2,2,4007,2346,1996,1,13,1100000,26,2826.0,1
9431,5,11693,14000,2,2,2,1523,2100,2003,1,9,405000,19,2840.0,1
